call_id,actor_id,partner_id,speech_activity_actor,speech_activity_partner,tfo_actor,tfo_partner,overlap_actor,overlap_partner,pauses_actor,pauses_partner,my_turn_length_actor,my_turn_length_partner,your_turn_length_actor,your_turn_length_partner,conv_length_actor,conv_length_partner,turn_overlap_gap_actor,turn_overlap_gap_partner,topic_diversity_actor,topic_diversity_partner,speak_quickly_actor,speak_quickly_partner,you_total_talk_time_actor,you_total_talk_time_partner,how_enjoyable_actor,how_enjoyable_partner,conversationalist_actor,conversationalist_partner,conv_leader_actor,conv_leader_partner,i_like_you_actor,i_like_you_partner,you_like_me_actor,you_like_me_partner,in_common_actor,in_common_partner,smiles_actor,smiles_partner,laughter_actor,laughter_partner,questions_actor,questions_partner,nods_actor,nods_partner,verbal_feedback_actor,verbal_feedback_partner,you_are_intelligent_actor,you_are_quickwitted_actor,you_are_competent_actor,you_are_kind_actor,you_are_friendly_actor,you_are_warm_actor,you_are_humble_actor,you_are_giving_actor,you_are_fair_actor,you_are_trustworthy_actor,you_are_agreeable_actor,you_are_playful_actor,you_are_polite_actor,you_are_intelligent_partner,you_are_quickwitted_partner,you_are_competent_partner,you_are_kind_partner,you_are_friendly_partner,you_are_warm_partner,you_are_humble_partner,you_are_giving_partner,you_are_fair_partner,you_are_trustworthy_partner,you_are_agreeable_partner,you_are_playful_partner,you_are_polite_partner,i_disclosed_actor,i_disclosed_partner,you_disclosed_actor,you_disclosed_partner,i_am_good_listener_actor,i_am_good_listener_partner,you_are_good_listener_actor,you_are_good_listener_partner
c578b93e-5320-4ea4-bfdf-90eb631bff74,5f16520a9e2ee97d266d4241,5ee53940e704230cfe9c301f,0.283,0.373,0.671,0.259,0.069,0.044,0.197,0.328,4.0,9.0,7.0,3.0,25.0,25.0,4.0,7.0,5.0,6.0,7.0,9.0,65.0,10.0,7.0,8.0,75.0,67.0,3.0,9.0,5.0,4.0,4.0,5.0,6.0,7.0,5.0,9.0,4.0,9.0,2.0,9.0,2.0,9.0,4.0,9.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,5.0,4.0,7.0,6.0,6.0,9.0
ddcc41a1-c429-4c98-b281-4b89f27bca88,57d6dd8d6598aa000199188b,558a327cfdf99b2d75651681,0.28,0.445,0.484,0.584,0.005,0.007,0.154,0.286,5.0,6.0,5.0,4.0,26.0,26.0,5.0,7.0,4.0,2.0,3.0,5.0,55.0,45.0,6.0,6.0,55.0,40.0,5.0,3.0,5.0,6.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,6.0,4.0,3.0,2.0,5.0,3.0,3.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,7.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,4.0,9.0,5.0,3.0,5.0,4.0,7.0,7.0,7.0,7.0
ddcc41a1-c429-4c98-b281-4b89f27bca88,558a327cfdf99b2d75651681,57d6dd8d6598aa000199188b,0.445,0.28,0.584,0.484,0.007,0.005,0.286,0.154,6.0,5.0,4.0,5.0,26.0,26.0,7.0,5.0,2.0,4.0,5.0,3.0,45.0,55.0,6.0,6.0,40.0,55.0,3.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,6.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,7.0,5.0,7.0,8.0,8.0,7.0,8.0,7.0,9.0,8.0,8.0,4.0,9.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,5.0,4.0,5.0,7.0,7.0,7.0,7.0
885fbe61-96bb-4644-8629-9af34557eacf,5b66ce776f0d0400010d678d,5b18647968a5ed00017343ec,0.484,0.301,0.226,0.254,0.026,0.057,0.197,0.162,5.0,5.0,5.0,5.0,28.0,28.0,4.0,6.0,5.0,5.0,4.0,3.0,45.0,50.0,9.0,8.0,100.0,70.0,3.0,5.0,7.0,6.0,6.0,6.0,7.0,8.0,4.0,3.0,7.0,5.0,3.0,6.0,4.0,3.0,7.0,5.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,5.0,9.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,1.0,5.0,2.0,5.0,8.0,7.0,9.0,7.0
885fbe61-96bb-4644-8629-9af34557eacf,5b18647968a5ed00017343ec,5b66ce776f0d0400010d678d,0.301,0.484,0.254,0.226,0.057,0.026,0.162,0.197,5.0,5.0,5.0,5.0,28.0,28.0,6.0,4.0,5.0,5.0,3.0,4.0,50.0,45.0,8.0,9.0,70.0,100.0,5.0,3.0,6.0,7.0,6.0,6.0,8.0,7.0,3.0,4.0,5.0,7.0,6.0,3.0,3.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,9.0,8.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,5.0,9.0,7.0,9.0,5.0,1.0,5.0,2.0,7.0,8.0,7.0,9.0
962e4d2d-24bc-42e7-bea0-80f470306613,5d510396f6725b001a4fc025,5a49d6a06d85f80001c25bc4,0.253,0.611,0.281,0.209,0.085,0.029,0.074,0.148,4.0,6.0,7.0,4.0,27.0,27.0,4.0,5.0,5.0,5.0,6.0,4.0,65.0,45.0,8.0,7.0,60.0,78.0,7.0,3.0,6.0,5.0,6.0,5.0,5.0,6.0,1.0,5.0,1.0,4.0,7.0,3.0,3.0,5.0,7.0,5.0,6.0,8.0,6.0,7.0,9.0,9.0,7.0,5.0,5.0,5.0,8.0,6.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,8.0,3.0,4.0,3.0,3.0,7.0,6.0,7.0,7.0
962e4d2d-24bc-42e7-bea0-80f470306613,5a49d6a06d85f80001c25bc4,5d510396f6725b001a4fc025,0.611,0.253,0.209,0.281,0.029,0.085,0.148,0.074,6.0,4.0,4.0,7.0,27.0,27.0,5.0,4.0,5.0,5.0,4.0,6.0,45.0,65.0,7.0,8.0,78.0,60.0,3.0,7.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,1.0,4.0,1.0,3.0,7.0,5.0,3.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,7.0,9.0,9.0,7.0,5.0,5.0,5.0,8.0,6.0,9.0,4.0,3.0,3.0,3.0,6.0,7.0,7.0,7.0
ae393cc1-fa62-4505-8c2f-3d4b404eebd3,5fa1da0b8810903802fc6390,5bc4ff222c08740001316ed2,0.402,0.511,-0.002,0.172,0.067,0.045,0.075,0.107,5.0,7.0,5.0,5.0,25.0,25.0,5.0,7.0,5.0,6.0,2.0,4.0,50.0,45.0,9.0,8.0,100.0,71.0,6.0,3.0,7.0,6.0,7.0,5.0,9.0,7.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,4.0,1.0,5.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,5.0,9.0,7.0,5.0,8.0,8.0,9.0,9.0,5.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0
ae393cc1-fa62-4505-8c2f-3d4b404eebd3,5bc4ff222c08740001316ed2,5fa1da0b8810903802fc6390,0.511,0.402,0.172,-0.002,0.045,0.067,0.107,0.075,7.0,5.0,5.0,5.0,25.0,25.0,7.0,5.0,6.0,5.0,4.0,2.0,45.0,50.0,8.0,9.0,71.0,100.0,3.0,6.0,6.0,7.0,5.0,7.0,7.0,9.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,5.0,1.0,7.0,5.0,8.0,8.0,9.0,9.0,5.0,8.0,8.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,5.0,9.0,7.0,8.0,6.0,8.0,7.0,7.0,7.0,8.0
4f5fd6bd-3aa0-4db3-9d17-4e339e558dd5,5e862e27f569ad0c21028e09,5b67735c05753f00016b54ab,0.292,0.453,0.538,0.186,0.072,0.046,0.249,0.112,5.0,8.0,5.0,3.0,30.0,30.0,5.0,5.0,5.0,5.0,2.0,1.0,60.0,40.0,7.0,9.0,84.0,91.0,6.0,3.0,5.0,7.0,5.0,7.0,7.0,9.0,5.0,1.0,5.0,5.0,5.0,1.0,6.0,3.0,5.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,5.0,8.0,5.0,4.0,9.0,6.0,9.0
4f5fd6bd-3aa0-4db3-9d17-4e339e558dd5,5b67735c05753f00016b54ab,5e862e27f569ad0c21028e09,0.453,0.292,0.186,0.538,0.046,0.072,0.112,0.249,8.0,5.0,3.0,5.0,30.0,30.0,5.0,5.0,5.0,5.0,1.0,2.0,40.0,60.0,9.0,7.0,91.0,84.0,3.0,6.0,7.0,5.0,7.0,5.0,9.0,7.0,1.0,5.0,5.0,5.0,1.0,5.0,3.0,6.0,7.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,6.0,6.0,5.0,8.0,5.0,8.0,9.0,4.0,9.0,6.0
