call_id,actor_id,partner_id,speech_activity_actor,speech_activity_partner,tfo_actor,tfo_partner,overlap_actor,overlap_partner,pauses_actor,pauses_partner,my_turn_length_actor,my_turn_length_partner,your_turn_length_actor,your_turn_length_partner,conv_length_actor,conv_length_partner,turn_overlap_gap_actor,turn_overlap_gap_partner,topic_diversity_actor,topic_diversity_partner,speak_quickly_actor,speak_quickly_partner,you_total_talk_time_actor,you_total_talk_time_partner,how_enjoyable_actor,how_enjoyable_partner,conversationalist_actor,conversationalist_partner,conv_leader_actor,conv_leader_partner,i_like_you_actor,i_like_you_partner,you_like_me_actor,you_like_me_partner,in_common_actor,in_common_partner,smiles_actor,smiles_partner,laughter_actor,laughter_partner,questions_actor,questions_partner,nods_actor,nods_partner,verbal_feedback_actor,verbal_feedback_partner,you_are_intelligent_actor,you_are_quickwitted_actor,you_are_competent_actor,you_are_kind_actor,you_are_friendly_actor,you_are_warm_actor,you_are_humble_actor,you_are_giving_actor,you_are_fair_actor,you_are_trustworthy_actor,you_are_agreeable_actor,you_are_playful_actor,you_are_polite_actor,you_are_intelligent_partner,you_are_quickwitted_partner,you_are_competent_partner,you_are_kind_partner,you_are_friendly_partner,you_are_warm_partner,you_are_humble_partner,you_are_giving_partner,you_are_fair_partner,you_are_trustworthy_partner,you_are_agreeable_partner,you_are_playful_partner,you_are_polite_partner,i_disclosed_actor,i_disclosed_partner,you_disclosed_actor,you_disclosed_partner,i_am_good_listener_actor,i_am_good_listener_partner,you_are_good_listener_actor,you_are_good_listener_partner
fffda3e6-7d99-4db8-aa12-16e99fa454c2,5977e3867412f8000194e1fe,5d5162f1b50a1000169da137,0.507,0.221,0.437,0.536,0.009,0.031,0.276,0.126,6.0,5.0,4.0,5.0,26.0,26.0,6.0,4.0,3.0,4.0,2.0,6.0,45.0,55.0,3.0,8.0,30.0,90.0,4.0,7.0,3.0,7.0,3.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,6.0,3.0,6.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0,8.0,3.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,5.0,9.0,9.0,9.0,7.0,9.0,3.0,5.0,2.0,5.0,7.0,7.0,7.0,7.0
05f15eb5-1fe9-4407-8006-bbec9814c2a4,5f3a06ed07aaa21cd8a2e3b4,5e322c53287816210062d0ac,0.454,0.412,0.112,0.224,0.099,0.053,0.158,0.106,6.0,5.0,6.0,3.0,26.0,25.0,5.0,7.0,6.0,3.0,7.0,4.0,55.0,45.0,8.0,6.0,61.0,56.0,6.0,4.0,7.0,4.0,6.0,4.0,6.0,4.0,6.0,3.0,6.0,4.0,7.0,6.0,5.0,3.0,6.0,6.0,7.0,7.0,7.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,9.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,5.0
05f15eb5-1fe9-4407-8006-bbec9814c2a4,5e322c53287816210062d0ac,5f3a06ed07aaa21cd8a2e3b4,0.412,0.454,0.224,0.112,0.053,0.099,0.106,0.158,5.0,6.0,3.0,6.0,25.0,26.0,7.0,5.0,3.0,6.0,4.0,7.0,45.0,55.0,6.0,8.0,56.0,61.0,4.0,6.0,4.0,7.0,4.0,6.0,4.0,6.0,3.0,6.0,4.0,6.0,6.0,7.0,3.0,5.0,6.0,6.0,9.0,6.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,7.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,7.0,5.0,5.0,7.0,7.0,5.0,7.0
bd4ad98c-7188-477a-bdaf-123eaa08b6f6,5ef54b31234db61ac1c7fdb0,5dd4070a57a7e13efe25534a,0.476,0.285,0.26,0.489,0.03,0.052,0.186,0.225,7.0,6.0,4.0,4.0,28.0,28.0,5.0,6.0,4.0,5.0,4.0,3.0,45.0,40.0,7.0,7.0,64.0,52.0,6.0,3.0,7.0,6.0,3.0,6.0,4.0,4.0,7.0,5.0,8.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,8.0,6.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,9.0,7.0,9.0,8.0,7.0,7.0,8.0,8.0,8.0,9.0,7.0,7.0,7.0,8.0,5.0,8.0,7.0,6.0,5.0,8.0,5.0,7.0,7.0,7.0
bd4ad98c-7188-477a-bdaf-123eaa08b6f6,5dd4070a57a7e13efe25534a,5ef54b31234db61ac1c7fdb0,0.285,0.476,0.489,0.26,0.052,0.03,0.225,0.186,6.0,7.0,4.0,4.0,28.0,28.0,6.0,5.0,5.0,4.0,3.0,4.0,40.0,45.0,7.0,7.0,52.0,64.0,3.0,6.0,6.0,7.0,6.0,3.0,4.0,4.0,5.0,7.0,5.0,8.0,6.0,4.0,5.0,5.0,5.0,4.0,8.0,7.0,7.0,8.0,8.0,8.0,9.0,7.0,7.0,7.0,8.0,5.0,8.0,8.0,6.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,9.0,9.0,7.0,9.0,6.0,7.0,8.0,5.0,7.0,5.0,7.0,7.0
1f27e83c-e6e2-45de-9200-fbbf0541b2c1,5f0293ca91b83b4294d6685c,5ee3c8f2eca1a2085413c9d5,0.547,0.336,0.064,0.173,0.089,0.123,0.133,0.112,6.0,6.0,5.0,5.0,70.0,70.0,5.0,5.0,6.0,5.0,4.0,4.0,40.0,50.0,9.0,9.0,79.0,94.0,3.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,4.0,6.0,5.0,5.0,4.0,7.0,5.0,5.0,5.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,9.0,7.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,9.0
1f27e83c-e6e2-45de-9200-fbbf0541b2c1,5ee3c8f2eca1a2085413c9d5,5f0293ca91b83b4294d6685c,0.336,0.547,0.173,0.064,0.123,0.089,0.112,0.133,6.0,6.0,5.0,5.0,70.0,70.0,5.0,5.0,5.0,6.0,4.0,4.0,50.0,40.0,9.0,9.0,94.0,79.0,7.0,3.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,4.0,5.0,5.0,7.0,4.0,5.0,5.0,4.0,5.0,8.0,7.0,8.0,8.0,9.0,9.0,7.0,9.0,9.0,8.0,9.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,7.0,9.0,7.0
2d7f1113-de9d-4e61-bdbe-38a9bd2a1121,5e87a7fae6b803426eebf112,5f3fecd2bc9bac0b4ca93d30,0.415,0.488,0.002,0.169,0.071,0.052,0.117,0.104,6.0,4.0,5.0,6.0,26.0,25.0,5.0,4.0,5.0,4.0,7.0,2.0,50.0,50.0,9.0,9.0,85.0,80.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,9.0,6.0,7.0,7.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,9.0,7.0,9.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,7.0,9.0,9.0,7.0,8.0,4.0,4.0,4.0,4.0,8.0,6.0,8.0,8.0
2d7f1113-de9d-4e61-bdbe-38a9bd2a1121,5f3fecd2bc9bac0b4ca93d30,5e87a7fae6b803426eebf112,0.488,0.415,0.169,0.002,0.052,0.071,0.104,0.117,4.0,6.0,6.0,5.0,25.0,26.0,4.0,5.0,4.0,5.0,2.0,7.0,50.0,50.0,9.0,9.0,80.0,85.0,6.0,5.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,6.0,4.0,7.0,5.0,5.0,4.0,3.0,5.0,3.0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,9.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,6.0,8.0,8.0,8.0
0d4f91ca-dcee-47f3-8549-7bf112a2d77e,5e67f8f38e1aca0a31ee82d7,5e4aedd76f4883000e48bfe4,0.276,0.353,0.804,0.567,0.013,0.01,0.408,0.242,5.0,9.0,5.0,3.0,26.0,30.0,5.0,5.0,5.0,5.0,5.0,3.0,60.0,20.0,8.0,7.0,65.0,90.0,8.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,7.0,5.0,5.0,5.0,1.0,6.0,2.0,5.0,2.0,5.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,6.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,3.0,7.0,5.0,5.0,9.0,2.0,9.0,7.0
0d4f91ca-dcee-47f3-8549-7bf112a2d77e,5e4aedd76f4883000e48bfe4,5e67f8f38e1aca0a31ee82d7,0.353,0.276,0.567,0.804,0.01,0.013,0.242,0.408,9.0,5.0,3.0,5.0,30.0,26.0,5.0,5.0,5.0,5.0,3.0,5.0,20.0,60.0,7.0,8.0,90.0,65.0,5.0,8.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,7.0,5.0,5.0,6.0,1.0,5.0,2.0,5.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,3.0,5.0,5.0,2.0,9.0,7.0,9.0
9ab45631-cba1-44aa-8e56-34f95a0dc699,5ea492e3b1b3620a6fee3b90,5f8e2a9201810e1f2b9f63a2,0.42,0.386,0.37,0.091,0.024,0.033,0.194,0.149,8.0,4.0,5.0,5.0,29.0,32.0,5.0,4.0,5.0,5.0,1.0,4.0,40.0,60.0,9.0,8.0,95.0,93.0,6.0,3.0,7.0,7.0,6.0,5.0,8.0,4.0,4.0,1.0,4.0,2.0,6.0,4.0,5.0,1.0,4.0,3.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,8.0,9.0,8.0
9ab45631-cba1-44aa-8e56-34f95a0dc699,5f8e2a9201810e1f2b9f63a2,5ea492e3b1b3620a6fee3b90,0.386,0.42,0.091,0.37,0.033,0.024,0.149,0.194,4.0,8.0,5.0,5.0,32.0,29.0,4.0,5.0,5.0,5.0,4.0,1.0,60.0,40.0,8.0,9.0,93.0,95.0,3.0,6.0,7.0,7.0,5.0,6.0,4.0,8.0,1.0,4.0,2.0,4.0,4.0,6.0,1.0,5.0,3.0,4.0,8.0,7.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,6.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,8.0,6.0,8.0,6.0,8.0,9.0
7cda8619-2b2d-4344-901e-2e6de0a6101a,5df15bc3361a8506b94f79ed,5f03e4a77df42060e6b3dd13,0.376,0.43,0.195,0.221,0.063,0.047,0.182,0.168,5.0,5.0,6.0,5.0,30.0,30.0,5.0,5.0,5.0,5.0,9.0,4.0,70.0,50.0,8.0,9.0,60.0,85.0,1.0,3.0,5.0,7.0,5.0,7.0,7.0,6.0,5.0,5.0,3.0,5.0,1.0,6.0,3.0,4.0,2.0,5.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,7.0,9.0,8.0,7.0,4.0,6.0,8.0,4.0,8.0,8.0,8.0,9.0
7cda8619-2b2d-4344-901e-2e6de0a6101a,5f03e4a77df42060e6b3dd13,5df15bc3361a8506b94f79ed,0.43,0.376,0.221,0.195,0.047,0.063,0.168,0.182,5.0,5.0,5.0,6.0,30.0,30.0,5.0,5.0,5.0,5.0,4.0,9.0,50.0,70.0,9.0,8.0,85.0,60.0,3.0,1.0,7.0,5.0,7.0,5.0,6.0,7.0,5.0,5.0,5.0,3.0,6.0,1.0,4.0,3.0,5.0,2.0,9.0,7.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,7.0,9.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,4.0,4.0,8.0,8.0,8.0,9.0,8.0
49c1c576-58c8-451a-8ee3-07aac2149127,5c27e76978fad500019328cc,5e77116039c4412820356b26,0.546,0.25,0.32,0.65,0.019,0.018,0.16,0.134,7.0,5.0,4.0,5.0,26.0,26.0,4.0,6.0,4.0,6.0,2.0,4.0,35.0,60.0,7.0,6.0,75.0,75.0,8.0,4.0,6.0,5.0,5.0,5.0,7.0,7.0,4.0,4.0,5.0,5.0,9.0,3.0,7.0,3.0,7.0,5.0,7.0,5.0,7.0,6.0,9.0,7.0,5.0,5.0,6.0,7.0,7.0,4.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,4.0,6.0,7.0,6.0,8.0,7.0
49c1c576-58c8-451a-8ee3-07aac2149127,5e77116039c4412820356b26,5c27e76978fad500019328cc,0.25,0.546,0.65,0.32,0.018,0.019,0.134,0.16,5.0,7.0,5.0,4.0,26.0,26.0,6.0,4.0,6.0,4.0,4.0,2.0,60.0,35.0,6.0,7.0,75.0,75.0,4.0,8.0,5.0,6.0,5.0,5.0,7.0,7.0,4.0,4.0,5.0,5.0,3.0,9.0,3.0,7.0,5.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,7.0,5.0,7.0,6.0,9.0,7.0,5.0,5.0,6.0,7.0,7.0,4.0,8.0,6.0,6.0,6.0,4.0,6.0,7.0,7.0,8.0
2f0ee486-0eb9-4ae0-a940-f0cc95e749f2,5dd4767b32288646716dc98a,587418895c17910001ea4e75,0.538,0.234,0.181,0.294,0.029,0.062,0.244,0.115,7.0,5.0,4.0,5.0,26.0,25.0,5.0,5.0,4.0,5.0,2.0,4.0,40.0,50.0,8.0,8.0,70.0,69.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,3.0,5.0,4.0,2.0,5.0,9.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,5.0,3.0,5.0,6.0,7.0,7.0,7.0
2f0ee486-0eb9-4ae0-a940-f0cc95e749f2,587418895c17910001ea4e75,5dd4767b32288646716dc98a,0.234,0.538,0.294,0.181,0.062,0.029,0.115,0.244,5.0,7.0,5.0,4.0,25.0,26.0,5.0,5.0,5.0,4.0,4.0,2.0,50.0,40.0,8.0,8.0,69.0,70.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,9.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,6.0,5.0,3.0,7.0,6.0,7.0,7.0
ece26856-e9b0-47d6-a5aa-6090a01adb50,5f12f20001f4ce0008767b19,5e6d08da374f5b2c1f67aa85,0.436,0.401,0.237,0.219,0.021,0.016,0.183,0.104,5.0,5.0,8.0,5.0,30.0,31.0,4.0,5.0,7.0,5.0,5.0,5.0,70.0,60.0,8.0,8.0,84.0,81.0,8.0,3.0,6.0,7.0,5.0,5.0,6.0,6.0,8.0,3.0,7.0,4.0,8.0,1.0,3.0,2.0,3.0,6.0,8.0,6.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,7.0,6.0,8.0,5.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,9.0,7.0,6.0,3.0,7.0,8.0,8.0,8.0,8.0
ece26856-e9b0-47d6-a5aa-6090a01adb50,5e6d08da374f5b2c1f67aa85,5f12f20001f4ce0008767b19,0.401,0.436,0.219,0.237,0.016,0.021,0.104,0.183,5.0,5.0,5.0,8.0,31.0,30.0,5.0,4.0,5.0,7.0,5.0,5.0,60.0,70.0,8.0,8.0,81.0,84.0,3.0,8.0,7.0,6.0,5.0,5.0,6.0,6.0,3.0,8.0,4.0,7.0,1.0,8.0,2.0,3.0,6.0,3.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,6.0,9.0,8.0,6.0,7.0,8.0,9.0,9.0,6.0,7.0,8.0,7.0,6.0,8.0,5.0,6.0,7.0,7.0,3.0,8.0,8.0,8.0,8.0
e0de7827-7011-4f5a-be33-24e1827b4d2b,5f375d51fae4971ed086f809,5f113ec4c304894ad573296c,0.278,0.563,0.082,0.118,0.09,0.045,0.152,0.171,3.0,6.0,5.0,4.0,37.0,36.0,4.0,4.0,5.0,5.0,6.0,5.0,70.0,40.0,7.0,9.0,79.0,81.0,8.0,4.0,6.0,7.0,5.0,7.0,6.0,6.0,4.0,5.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
e0de7827-7011-4f5a-be33-24e1827b4d2b,5f113ec4c304894ad573296c,5f375d51fae4971ed086f809,0.563,0.278,0.118,0.082,0.045,0.09,0.171,0.152,6.0,3.0,4.0,5.0,36.0,37.0,4.0,4.0,5.0,5.0,5.0,6.0,40.0,70.0,9.0,7.0,81.0,79.0,4.0,8.0,7.0,6.0,7.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
c09f7ecd-c7ed-48e6-a24a-688ce364a390,5f5452df72345118f58d187b,5f2712b3488e134d570bc387,0.417,0.378,0.383,0.564,0.004,0.01,0.196,0.154,5.0,5.0,5.0,5.0,27.0,29.0,5.0,5.0,5.0,5.0,6.0,4.0,50.0,60.0,8.0,5.0,90.0,76.0,5.0,5.0,7.0,5.0,6.0,4.0,7.0,5.0,9.0,1.0,7.0,1.0,5.0,4.0,5.0,1.0,6.0,1.0,7.0,8.0,8.0,7.0,9.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,6.0,5.0,7.0,7.0,7.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,9.0,8.0,3.0,7.0,5.0,7.0,8.0,8.0,7.0
c09f7ecd-c7ed-48e6-a24a-688ce364a390,5f2712b3488e134d570bc387,5f5452df72345118f58d187b,0.378,0.417,0.564,0.383,0.01,0.004,0.154,0.196,5.0,5.0,5.0,5.0,29.0,27.0,5.0,5.0,5.0,5.0,4.0,6.0,60.0,50.0,5.0,8.0,76.0,90.0,5.0,5.0,5.0,7.0,4.0,6.0,5.0,7.0,1.0,9.0,1.0,7.0,4.0,5.0,1.0,5.0,1.0,6.0,6.0,5.0,7.0,7.0,7.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,9.0,7.0,8.0,8.0,7.0,9.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,3.0,8.0,5.0,7.0,8.0,7.0,7.0,8.0
9d35eac2-723e-4359-bf7b-13061d713517,55ed87f0748092000baa9a0b,5e53f934158f1d3e9d2d761e,0.65,0.238,0.084,0.105,0.038,0.134,0.129,0.095,7.0,2.0,4.0,8.0,35.0,30.0,4.0,2.0,5.0,3.0,5.0,9.0,25.0,80.0,8.0,7.0,75.0,60.0,2.0,9.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,6.0,5.0,7.0,1.0,6.0,1.0,7.0,1.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,6.0,6.0,3.0,3.0,4.0,5.0,4.0,6.0,6.0,7.0,3.0,6.0,8.0,6.0,7.0,7.0,4.0
9d35eac2-723e-4359-bf7b-13061d713517,5e53f934158f1d3e9d2d761e,55ed87f0748092000baa9a0b,0.238,0.65,0.105,0.084,0.134,0.038,0.095,0.129,2.0,7.0,8.0,4.0,30.0,35.0,2.0,4.0,3.0,5.0,9.0,5.0,80.0,25.0,7.0,8.0,60.0,75.0,9.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,6.0,1.0,7.0,1.0,6.0,1.0,7.0,8.0,8.0,8.0,7.0,6.0,6.0,3.0,3.0,4.0,5.0,4.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,7.0,7.0,3.0,7.0,8.0,6.0,7.0,6.0,4.0,7.0
2b52341f-05ff-4341-905a-c264b228e625,5e80d8569d1bdf03449b0c2e,5ed56587e879740cccc9d62a,0.17,0.558,0.093,0.104,0.106,0.072,0.444,0.211,5.0,7.0,5.0,2.0,26.0,26.0,6.0,5.0,5.0,4.0,6.0,2.0,55.0,25.0,5.0,3.0,50.0,38.0,6.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,6.0,7.0,6.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,6.0,6.0,8.0,2.0,4.0,6.0,6.0,6.0,7.0,5.0,4.0,6.0,8.0,3.0,7.0,3.0,7.0,3.0,6.0,7.0,6.0,7.0,6.0
2b52341f-05ff-4341-905a-c264b228e625,5ed56587e879740cccc9d62a,5e80d8569d1bdf03449b0c2e,0.558,0.17,0.104,0.093,0.072,0.106,0.211,0.444,7.0,5.0,2.0,5.0,26.0,26.0,5.0,6.0,4.0,5.0,2.0,6.0,25.0,55.0,3.0,5.0,38.0,50.0,1.0,6.0,3.0,5.0,5.0,4.0,3.0,4.0,7.0,6.0,3.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,8.0,2.0,4.0,6.0,6.0,6.0,7.0,5.0,4.0,6.0,8.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,6.0,6.0,7.0,3.0,6.0,3.0,6.0,7.0,6.0,7.0
ab64a202-a952-4ceb-94b0-42fcc78e752a,5ea89ce6f0ff073086c282f5,5a3dfbbcdaea400001ac1adc,0.479,0.388,0.171,0.125,0.041,0.075,0.141,0.103,5.0,5.0,5.0,5.0,30.0,29.0,5.0,5.0,5.0,5.0,1.0,5.0,50.0,50.0,9.0,8.0,100.0,91.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,5.0,7.0,5.0,5.0,9.0,5.0,5.0,3.0,5.0,4.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,7.0,9.0,8.0,9.0,8.0
ab64a202-a952-4ceb-94b0-42fcc78e752a,5a3dfbbcdaea400001ac1adc,5ea89ce6f0ff073086c282f5,0.388,0.479,0.125,0.171,0.075,0.041,0.103,0.141,5.0,5.0,5.0,5.0,29.0,30.0,5.0,5.0,5.0,5.0,5.0,1.0,50.0,50.0,8.0,9.0,91.0,100.0,5.0,5.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,5.0,5.0,5.0,5.0,9.0,3.0,5.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,7.0,9.0,8.0,9.0,8.0,9.0
f988d1c8-e9be-4e5b-8f46-8c6c20516a0b,5e8ca66ce6592d0350103956,5e659dd9f2dd1f3226c38f71,0.324,0.398,0.163,0.776,0.033,0.04,0.347,0.119,6.0,5.0,5.0,5.0,28.0,30.0,5.0,5.0,4.0,4.0,3.0,3.0,45.0,50.0,6.0,8.0,55.0,80.0,7.0,4.0,5.0,6.0,4.0,5.0,5.0,7.0,9.0,2.0,7.0,1.0,7.0,4.0,3.0,3.0,4.0,5.0,7.0,5.0,7.0,5.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,6.0,7.0,5.0,8.0,3.0,7.0,6.0,4.0,5.0,7.0,7.0,7.0
f988d1c8-e9be-4e5b-8f46-8c6c20516a0b,5e659dd9f2dd1f3226c38f71,5e8ca66ce6592d0350103956,0.398,0.324,0.776,0.163,0.04,0.033,0.119,0.347,5.0,6.0,5.0,5.0,30.0,28.0,5.0,5.0,4.0,4.0,3.0,3.0,50.0,45.0,8.0,6.0,80.0,55.0,4.0,7.0,6.0,5.0,5.0,4.0,7.0,5.0,2.0,9.0,1.0,7.0,4.0,7.0,3.0,3.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,6.0,7.0,5.0,8.0,7.0,5.0,7.0,5.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,3.0,4.0,6.0,7.0,5.0,7.0,7.0
9fe28434-f888-45db-9294-c2db96be095a,5e3f6b251d15101c5251d8b7,5eb35a554ff34414ebb41827,0.534,0.336,0.157,0.109,0.02,0.075,0.109,0.132,4.0,5.0,6.0,5.0,25.0,26.0,4.0,5.0,7.0,5.0,4.0,4.0,40.0,60.0,6.0,8.0,30.0,81.0,4.0,6.0,6.0,7.0,5.0,6.0,3.0,6.0,8.0,3.0,6.0,3.0,6.0,3.0,3.0,4.0,3.0,4.0,6.0,5.0,5.0,5.0,8.0,7.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,8.0,8.0,5.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,8.0,4.0,7.0,8.0,6.0,8.0
9fe28434-f888-45db-9294-c2db96be095a,5eb35a554ff34414ebb41827,5e3f6b251d15101c5251d8b7,0.336,0.534,0.109,0.157,0.075,0.02,0.132,0.109,5.0,4.0,5.0,6.0,26.0,25.0,5.0,4.0,5.0,7.0,4.0,4.0,60.0,40.0,8.0,6.0,81.0,30.0,6.0,4.0,7.0,6.0,6.0,5.0,6.0,3.0,3.0,8.0,3.0,6.0,3.0,6.0,4.0,3.0,4.0,3.0,9.0,7.0,8.0,7.0,8.0,8.0,8.0,5.0,7.0,7.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,8.0,7.0,5.0,5.0,5.0,5.0,6.0,8.0,8.0,6.0,6.0,4.0,8.0,8.0,7.0,8.0,6.0
